,Unnamed: 0,near_fid,near_x,near_y,near_angle,heard,building,xcoor,ycoor,noise,in_vehicle,asleep,no_windows,age,distance,distance_log,sin_angle,cos_angle
4213,1631,4099,1371537.3898,8048049.7271,177.68998702,1,0,1372076.0,8048028,0,0,0,0,22,539.0482486924857,6.289805082102168,-0.9297464601238254,-0.3682003800747846
1138,5015,1957,1354872.9734,7914232.9629,-137.2056633,1,1,1355493.0,7914807,1,0,0,0,49,844.9565532524741,6.7392852097660505,-0.9614480761625204,0.2749865393858184
4336,3340,102,2009335.6219,8249213.7357,-2.375635581,1,0,2009040.0,8249226,0,0,0,0,46,295.8761916985641,5.68994109553559,-0.704277338310194,-0.7099249472604189
1907,308,2632,1758681.7546,8394758.9162,68.197712188,1,1,1745452.0,8361686,0,0,0,0,33,35620.8393043805,10.480686119294312,0.946516369936636,0.3226557940622996
913,2312,1218,1820085.5857,7696067.7019,-129.90024143,1,0,1820483.0,7696543,0,0,0,0,18,619.5533953650682,6.428998888420447,0.5865573386090995,0.8099077037069163
3701,4034,970,1639672.0907,7894429.8858,124.88054555,1,0,1639771.0,7894288,0,0,0,0,50,172.9584628406423,5.153051466482316,-0.6820443365522235,0.7313108251468984
1057,1312,38,2010842.331,8252709.3259,96.215614641,1,0,2010888.0,8252290,0,0,0,0,20,421.8054859428272,6.044544273988611,0.9767519304013356,0.2143727278766232
1073,2163,1149,1788449.3657,7636366.7789,105.5230657,0,0,1788824.0,7635018,1,0,0,0,52,1399.8411980729977,7.244114079221828,-0.1444192725118248,-0.9895165858777484
3638,5659,2442,1842843.6311,8317336.6693,42.461286068,1,0,1842373.0,8316906,0,0,0,0,19,637.9417514553866,6.458246980517545,0.2408551165965797,-0.9705610814416824
2493,5453,555,1963631.2899,8368422.6734,144.8669815,1,1,1964006.0,8368159,0,0,0,0,78,458.1826283366175,6.127267856460479,-0.7418197275000608,0.6705993527373372
4781,1350,568,1963748.7319,8375548.5105,-166.6223612,1,1,1964802.0,8375799,0,0,0,0,82,1082.64429989166,6.987161753432996,0.6952862496870733,-0.7187329344033739
2950,547,2691,1867937.048,8536575.1546,31.644351814,0,0,1865975.0,8535366,1,0,0,0,85,2304.7097867204434,7.74271004152581,-0.7876522964110441,-0.6161200045108167
4839,2733,1090,1646419.7217,7736594.0737,-145.22650413,1,1,1647314.0,7737215,0,0,0,0,61,1088.707099215798,6.992746123685015,-0.9891226301092588,0.1470932445958754
310,4140,546,1965155.2536,8374632.7474,-89.523312537,1,0,1965151.0,8375144,0,0,0,0,65,511.2702945800438,6.236898402569232,0.1459537618539924,-0.9892914127802122
243,4186,100,2008235.8965,8249074.5572,129.26813271,1,0,2008341.0,8248946,0,0,0,0,71,166.05330283979194,5.112308838259037,0.9935168607663536,-0.1136848599109402
5134,5144,3080,1356021.7904,7811120.1559,-121.09913804,1,0,1356491.0,7811898,0,0,0,0,65,908.4046965078072,6.811689980305893,-0.5833951351728913,0.8121884733586188
2681,1657,816,1674273.0828,8080813.921,-169.3259483,1,1,1674560.0,8080868,0,0,0,0,65,291.9692071038397,5.676648341583663,-0.8882856921868784,-0.4592913335303403
3972,2505,836,1684019.7721,8036225.1099,-74.976818268,1,0,1683957.0,8036459,0,0,0,0,43,242.16712290608797,5.489628078329805,0.1451406416860896,0.989411033964626
1464,1749,639,1893649.29,8126708.3106,-70.623396312,1,0,1893463.0,8127238,0,0,0,0,33,561.49338782564,6.330599998197568,0.6999460073064664,-0.7141957622779178
4371,4111,2483,1845076.7,8312529.7958,-11.841361707,1,0,1844532.0,8312644,0,0,0,0,40,556.5435196797202,6.321745370137227,0.839712620425473,0.5430310443226847
3032,1096,193,2004031.9161,8246707.6131,32.882455177,1,1,2003338.0,8246259,0,0,0,0,58,826.3009544534107,6.71695905879955,-0.6732207900206193,0.739441524316841
20,4298,2819,1634522.0057,9141365.1546,-164.53002491,1,0,1635273.0,9141573,1,0,0,0,65,779.2253518293036,6.658300287514276,0.1875350541402317,-0.9822579108709792
436,4910,124,2013794.0787,8247494.9111,-156.88134866,1,0,2014066.0,8247611,0,0,0,0,65,295.66505728085536,5.689227250382649,0.6783454093041016,0.7347431562635006
2122,5277,2721,1928906.9557,8954624.3925,156.62358012,1,0,1929824.0,8954228,0,0,0,0,39,999.048178126915,6.906803003838968,-0.7007703648210002,-0.7133869187114678
4884,2734,4009,1983048.5259,8313522.8282,-126.74674373,1,0,1983584.0,8314240,1,0,0,0,69,895.0239675481079,6.796850497299655,0.999790706660591,-0.0204583204373177
560,1909,270,2002596.5625,8257807.724,-1.9041547399,1,0,2002107.0,8257824,0,0,0,0,41,489.83298131326063,6.194064478537853,0.5664679937728275,0.8240837409092524
3783,2173,3942,2477862.3267,9755439.4226,124.877983,0,0,2484152.0,9746416,0,0,0,0,78,10999.188408192154,9.30557676798511,-0.693730241052026,0.7202349287905288
726,3941,1442,1447883.3022,7477614.5355,-14.737081675,1,0,1447585.0,7477693,0,0,0,0,82,308.44915348412684,5.731557011233424,0.996707667396294,-0.0810791326633351
3289,767,2726,1921415.8219,8952792.0297,43.16504094,0,0,1898048.0,8930875,1,0,0,0,79,32037.654271509942,10.37466718600244,0.8608729410844257,0.5088199871355792
723,2119,3039,2421040.9624,9812324.7253,113.99963475,0,0,2422088.0,9809973,1,1,0,0,84,2574.2765240877948,7.8533238121014515,-0.0022949314190136,0.9999973666414236
4253,5123,2698,1869971.3004,8538713.3124,82.02742919,1,1,1869927.0,8538397,1,0,0,0,50,319.3995301092869,5.766442764612913,0.1714907959706169,0.985185722032838
2836,4669,4091,2047892.5745,8250005.8814,152.52871761,1,1,2048177.0,8249858,0,0,0,0,42,320.5725713722878,5.770108682467735,-0.1794605439272334,-0.9837651717627238
4618,4984,1515,1450000.2649,7477239.6596,3.5711696282,1,0,1449509.0,7477209,0,0,0,0,26,492.2206954651846,6.198927183934418,-0.4324172997025808,-0.9016735988803976
5180,1626,529,1961416.6999,8372455.743,92.389138358,1,1,1961431.0,8372113,0,0,0,0,35,343.0411883562454,5.837850522627862,0.6415860760119796,-0.7670510459334179
5531,4285,327,2016769.2035,8248156.0008,65.565158945,1,0,2016174.0,8246846,0,0,0,0,24,1438.8777927300994,7.271618778145583,-0.3980642364371297,-0.9173575440741332
1377,3092,2827,1906476.7464,9635284.6323,-151.75050345,1,0,1935619.0,9650943,0,0,0,0,19,33082.55467637124,10.406761373373753,0.9999949968667552,0.0031632643674152
4671,2664,2767,1932374.4466,8978927.6468,-70.841192769,0,1,1931627.0,8981079,0,0,0,1,83,2277.4979716787266,7.730832738542598,0.8402885577474453,0.5421394098557293
1669,3515,1563,1466803.1629,7495777.3034,89.405361405,0,0,1466787.0,7494220,1,1,0,0,56,1557.3872732839477,7.350764871338563,0.560203816750089,-0.8283548054418667
3625,729,3350,1463154.5552,7582455.4693,53.860892378,0,0,1459278.0,7577147,0,0,0,0,42,6573.243227485955,8.790762631608452,-0.7669271285380318,0.6417341969323508
4906,4189,235,1993521.1297,8259316.3885,113.53635627,1,0,1993814.0,8258644,0,0,0,0,30,733.4025549143189,6.597694739288533,-0.2264516857936968,-0.974022399127039
1564,827,65,2014429.1564,8254037.0783,-118.39831092,1,0,2014647.0,8254440,0,0,0,0,60,458.0411885319091,6.126959111362987,-0.5963379275313082,-0.8027335025945187
4027,1005,1781,1449627.6787,7983689.4105,-81.082619577,0,1,1443394.0,8023418,0,0,0,0,87,40214.66863961864,10.601987099583187,-0.4961111526250651,0.8682590190957012
4828,588,489,1951408.8551,8304264.1768,46.227524576,1,1,1951196.0,8304042,0,0,0,0,58,307.6846178379233,5.729075290301436,0.99004540325626,0.1407483551987363
2327,3223,3776,1697083.2257,8235200.5752,-123.50344717,1,0,1697437.0,8235735,1,0,0,0,57,640.9103854640256,6.462889642878851,0.021657514469129,-0.9997654485263128
5270,3617,684,1832584.3154,8274000.1225,149.66280828,0,1,1834201.0,8273054,0,0,0,0,76,1873.1836217741047,7.535394733823642,-0.8536506336757944,-0.5208460383116249
6,1514,473,1978581.1634,8338758.6242,47.978863543,0,0,1974378.0,8334094,1,0,0,0,43,6278.957038738907,8.744959169036061,-0.1324142425451658,0.9911944654663836
294,3323,9,2009883.7589,8256191.935,12.561732578,1,1,2009350.0,8256073,0,0,0,0,83,546.8492457287738,6.304173162478416,-0.3782241880815803,-0.9257140290338206
1617,3076,2503,1849865.3306,8384505.5505,12.958246663,1,0,1849424.0,8384404,0,0,0,0,31,452.8633376048198,6.115590396975998,-0.2593450168363879,0.965784739081196
3445,2999,3768,1693904.0522,8240579.578,161.74366243,1,1,1694888.0,8240255,0,0,0,0,22,1036.1004542073165,6.943219381639346,-0.9992072835098932,-0.0398096041273975
2737,3384,3426,1413511.9622,7565909.7767,-139.88602086,1,0,1413733.0,7566096,0,0,0,0,77,289.0273801764254,5.666521424719676,0.6564868924627155,0.7543374311438131
4433,3580,4065,1984755.2764,8276319.7483,-2.5975115162,1,0,1984375.0,8276337,1,0,0,0,59,380.6675210073944,5.941926345872983,0.5750644505576957,-0.8181081088125062
1658,2741,1875,1334258.496,7906655.2376,81.560995483,1,1,1334196.0,7906234,0,0,0,0,77,425.848406911973,6.054083430619597,-0.3739328836289692,-0.9274557663527268
5532,3285,173,2005384.2252,8237366.9546,-121.76124172,1,1,2005856.0,8238129,0,0,0,0,38,896.2614872772807,6.798232208877473,0.997506469419368,0.0705750909776777
90,5554,1829,1331137.7654,7905290.8634,3.2453392965,1,0,1330858.0,7905275,0,0,0,0,79,280.2147863633859,5.635556403257853,0.9995712524459892,0.0292798784757812
2766,2280,4000,2012526.0383,8297038.1212,50.342618331,1,1,2012293.0,8296757,0,0,0,0,29,365.1519934989354,5.900313687448548,0.8353989343449153,-0.549644085291
5561,4747,460,1997130.1076,8162035.8197,-54.257987757,0,0,1982624.0,8182192,0,1,0,0,46,24833.42026360627,10.119945616241315,-0.9987408186970914,-0.0501674901531216
96,4898,3186,1574124.1689,7862654.0286,108.31407904,1,0,1574432.0,7861724,0,0,0,0,67,979.649520463785,6.887194875519167,0.9200373687419616,-0.391830626825377
60,2470,2621,1779292.113,8464394.5381,-29.240782594,0,0,1757159.0,8476785,0,0,0,0,62,25365.295921122317,10.141137216446529,-0.998323414201878,0.0578823000260467
3156,4695,1100,1650001.0922,7729590.1764,-59.682984723,1,0,1649955.0,7729669,0,0,0,0,76,91.31073769152482,4.514268389574092,0.9126523577008204,-0.4087366804962993
5067,611,3353,1466502.1549,7585760.736,125.94073051,1,0,1467261.0,7584714,0,0,0,0,65,1292.865862914308,7.1646166324115095,-0.3638530812466607,0.9314563517778548
2574,4248,3719,1437461.3489,7908320.2003,173.92179527,1,0,1437914.0,7908272,0,0,0,0,75,455.2101572363902,6.120759196351376,-0.4718384834911881,0.881685003556676
3622,4833,3361,1432878.6594,7532738.8624,-10.969966377,1,1,1432620.0,7532789,0,0,0,0,68,263.4738395782848,5.57395408251496,0.1875888279550436,0.9822476427187052
1295,4172,373,1973857.0982,8223927.6697,153.57849854,1,0,1973947.0,8223883,0,0,0,0,69,100.38782665935362,4.6090409514936335,-0.4734653243427109,-0.880812458270801
5405,4585,265,2003936.8491,8259866.2416,158.92728368,1,0,2004088.0,8259808,0,0,0,0,22,161.983574912419,5.087494940662616,-0.4411593430200232,0.8974287905266587
1794,2578,3358,1432837.8052,7643784.4592,157.11785959,0,0,1439395.0,7641017,1,0,0,0,37,7117.277152732851,8.870280508894957,0.6746818950607422,0.7381086237656661
1777,3647,2723,1925814.3889,8952174.2199,-11.700926095,1,0,1925603.0,8952218,0,0,0,0,60,215.87488088961533,5.374698984710421,0.9528385216800024,-0.3034777612983652
5324,1887,1791,1309412.8763,7909386.186,14.948271822,0,0,1297505.0,7906207,1,1,0,0,78,12324.964162166698,9.419382091171707,-0.3193255857368855,0.9476450655671642
3002,2104,1354,1736501.012,7596054.5615,107.35402728,1,1,1736694.0,7595437,0,0,0,0,51,647.0135813304132,6.472367285517702,0.7938861845126495,-0.6080663829220848
1653,1725,4094,2049020.9089,8250049.9525,177.28896924,0,0,2081817.0,8248497,1,0,0,0,59,32832.83802699303,10.39918445290599,0.9701734657135176,-0.2424117291416037
5508,1087,268,2004876.4969,8259262.4323,136.29971974,0,1,2005419.0,8258744,0,0,0,1,65,750.3876752675678,6.620589973340143,0.9515991973781182,-0.3073417764465503
3526,3077,3778,1694808.7458,8243199.3735,157.69126723,1,0,1697047.0,8242281,0,0,0,0,19,2419.337047482184,7.791248834298899,-0.9326780787990104,-0.3607098575417459
5703,599,2808,1627275.1068,9145380.1989,-64.453711107,1,0,1626683.0,9146619,0,0,0,0,28,1373.0326390764433,7.224777177573142,-0.2867586702900333,-0.9580028522992464
4968,3610,2323,1403020.8794,8327246.8396,-55.832125573,0,0,1369356.0,8376843,1,1,0,0,75,59942.499375977895,11.00114103796558,0.8697947227589209,0.4934137617261318
2135,1925,2756,1935398.4406,8922103.8306,48.536005736,0,0,1916227.0,8900407,1,0,0,0,85,28953.352012581687,10.27344126257068,-0.2243058830942027,-0.974518789356742
39,3402,506,1949655.239,8475170.4559,133.94086439,0,0,1971839.0,8452151,0,0,0,0,39,31968.963105443094,10.372520808166737,-0.3630694181846977,0.9317620927999942
2617,2210,433,2008869.9725,8201661.3045,118.87686815,0,0,2020487.0,8180597,0,1,0,0,66,24055.358072671926,10.088113039604636,-0.6987582883226663,0.7153578506596384
967,1735,2845,2257671.0381,9310398.7103,62.511793784,1,0,2257077.0,9309257,0,0,0,0,46,1287.0057006006557,7.160073636957455,-0.0740347305120236,-0.9972556636479996
4883,2675,4094,2049020.9089,8250049.9525,175.31545178,0,0,2081018.0,8247428,0,0,0,0,53,32104.337304700104,10.376746418516904,0.9166235787464748,-0.3997514413807721
5707,2300,427,2015655.3406,8205733.1261,106.79756985,1,0,2017546.0,8199470,0,0,0,0,19,6542.273420708547,8.786040001891504,-0.9556638741888054,0.2944597758106244
1823,5140,274,2007928.5435,8263280.9629,-30.316681123,1,0,2007477.0,8263545,0,0,0,0,78,523.0746816361341,6.25972424858609,-0.913508509244051,-0.4068196203954665
1470,24,2823,1641133.6043,9139084.0768,110.55543344,1,0,1641383.0,9138419,0,0,0,0,51,710.2994897060139,6.56568669758314,-0.3412990403806614,-0.9399547675474812
2988,242,1941,1337348.7252,7910559.0693,59.522409893,1,1,1337271.0,7910427,0,0,0,0,79,153.24329256913228,5.032026805957221,-0.1403406986028494,-0.990103271540734
3261,5031,83,2004656.8636,8253798.9253,139.5888767,1,0,2005163.0,8253368,0,0,0,0,52,664.7335327672373,6.499386257747455,-0.5298543148753048,-0.8480886775615044
3844,3342,1738,1249643.9945,8042359.0376,-33.64514833,1,0,1249025.0,8042771,0,0,0,0,69,743.5504085425052,6.61143656258314,0.7907258892351086,-0.6121703750536667
1973,5305,734,1743053.9451,8051144.806,145.02622214,1,0,1743544.0,8050802,0,0,0,0,74,598.0549796214564,6.3936826888908005,0.1640141700637654,0.986457982895518
4429,4470,71,2015908.0359,8255495.6315,110.34127884,1,0,2016431.0,8254085,0,0,0,0,24,1504.4509558910254,7.316183297260948,0.8399952458684369,-0.5425937586430795
1771,1648,4123,1369834.6468,8027706.6856,150.62801908,1,1,1370177.0,8027514,0,0,0,0,29,392.852967403551,5.973435413121497,-0.7203921770726927,-0.6935669478950581
3704,4522,2601,1720877.3215,8510506.0959,-150.69947208,1,0,1723714.0,8512098,0,0,0,0,28,3252.8300871643064,8.087280692451419,0.950026270825052,-0.3121699613067293
387,5602,3827,1689128.6687,8431909.2891,135.0034121,1,1,1689483.0,8431555,0,0,0,0,50,501.0702910160636,6.216746392672809,0.0214372143201159,0.9997701965162762
4590,707,1898,1332648.7049,7902136.1196,-140.79419891,1,0,1333096.0,7902501,0,0,0,0,55,577.2439802962538,6.358265019936408,0.9616857881854208,0.274154053047162
426,4171,4094,2049020.9089,8250049.9525,-144.71961909,0,0,2051982.0,8252145,0,1,0,0,76,3627.297138332801,8.196243059923125,0.9818359729094306,-0.189731711374224
3410,289,3959,2480107.8634,9835976.3431,107.39387283,0,0,2489197.0,9806962,1,1,0,0,85,30404.679075069755,10.3223517924934,0.6184876859359391,-0.78579449116522
3611,5162,3831,1690628.031,8429064.1232,118.87726317,1,0,1690975.0,8428435,0,0,0,0,79,718.4591065178508,6.577108788823296,-0.6969806312464327,0.7170899522844565
3079,4411,426,2008956.4677,8203663.5468,21.794698335,1,0,2008660.0,8203545,0,0,0,0,20,319.2905274720861,5.766101432735377,-0.96082076489435,0.2771704489079534
3907,1740,848,1507718.9757,7824098.1747,-59.560573797,0,0,1486607.0,7860026,1,0,0,0,75,41671.62282350773,10.63757566830679,0.3714742509341886,-0.9284432566898656
2769,3822,113,2011505.684,8248043.2339,-37.928456333,1,0,2011053.0,8248396,0,0,0,0,44,573.904804967576,6.35246353756154,0.4345351763827492,0.9006548620231909
2801,4234,2864,2262322.6344,9310467.1477,10.119126402,1,0,2261952.0,9310401,1,0,0,0,58,376.4908719725125,5.930893802517129,0.6805355208832754,0.732715091161721
2266,2882,2733,1918022.0247,8958021.756,19.707642863,0,0,1886574.0,8946757,1,0,0,0,83,33404.68507966096,10.416451440973752,-0.964793891437594,-0.2630071235626593
5031,2720,4029,1996825.76,8288613.4518,-44.573925692,1,0,1996405.0,8289028,0,0,0,0,66,590.6684245186228,6.381254818539818,0.4479658407771206,-0.8940506727791482
1781,3153,2742,1932005.0886,8950023.8293,-37.001052464,0,0,1931348.0,8950519,0,0,0,0,63,822.7754556310689,6.71268332703619,-0.0066127781452998,0.9999781353435688
1691,2308,33,2011435.6639,8253473.251,-163.23816095,0,0,2011644.0,8253536,1,1,0,0,75,217.5807150557499,5.382569885391387,-0.997234566750276,0.0743183616503288
1950,4081,3558,1576443.1766,7565032.2603,47.531819997,1,1,1576064.0,7564618,0,0,0,0,53,561.5928152529469,6.330777059276751,-0.1986016445957171,-0.980080296079804
4695,1607,3714,1440991.9578,7909687.8326,9.8392822789,1,0,1440474.0,7909598,0,0,0,0,40,525.6901926074237,6.264712051778113,-0.8467356830312098,0.5320137997098108
1737,3984,3104,1935571.0971,8131443.5979,-104.62639775,0,0,1942993.0,8159883,1,1,0,0,55,29391.907635648484,10.288474664950256,0.7132894718750541,-0.7008695522793144
919,1233,4056,1985780.3063,8271964.5906,-167.82172625,1,1,1986607.0,8272143,0,0,0,0,63,845.7259530297293,6.7401953745397565,0.90015576948723,0.4355681240160405
4209,2374,2012,1348838.1211,7894738.8412,162.16428753,0,0,1352216.0,7893652,0,0,0,0,38,3548.4207271800838,8.174257917904336,0.8584546449416446,0.5128894837858493
470,4795,2740,1933470.387,8963491.0441,-102.56029086,0,1,1933711.0,8964571,0,0,0,0,59,1106.4354304317274,7.0088988030046,0.3698231288882716,-0.9291021759415315
1932,2472,2323,1403020.8794,8327246.8396,-55.035128082,0,1,1370291.0,8374051,0,0,0,0,61,57112.82199548109,10.952783923771696,-0.2189285523152596,0.9757408923383014
1469,4168,3970,2011559.7853,8289464.6558,-79.097846427,1,0,2011198.0,8291343,0,0,0,0,52,1912.8684055549752,7.556359177505389,-0.5767847263717599,0.8168961864424721
2110,240,2763,1935163.2225,8985201.872,-149.90327276,0,0,1958419.0,8998681,1,1,0,0,64,26879.69640397576,10.199126500078354,0.5710260503761292,0.8209319398049014
316,2335,2237,1510402.1093,8001386.4864,-60.792008481,1,0,1510200.0,8001748,0,0,0,0,27,414.1741809088753,6.026286612177629,0.9653677378201156,0.2608929488814758
5236,3758,1226,1819776.8967,7699769.5396,145.56403922,1,0,1819995.0,7699620,0,0,0,0,35,264.44496864001525,5.577633171579495,-0.3916004244904889,-0.920135374572062
3659,2320,2272,1507624.9106,8362344.7494,9.9538661755,0,0,1453859.0,8352909,0,0,0,0,49,54587.60399016247,10.907562102809862,-0.2858251290398378,0.9582817934247524
4690,555,1767,1352034.7716,7989707.622,176.06816378,0,0,1366826.0,7988691,1,0,0,0,44,14826.124168907012,9.604146050259631,0.4153119151551908,0.9096790715027624
4205,4227,4097,1985556.9993,8272488.2472,-76.289136053,1,0,1985438.0,8272976,0,0,0,0,62,502.0593862365672,6.218718411970952,-0.9699188570164192,-0.2434284510979829
5550,5660,1433,1615251.4886,7617561.547,-46.316912718,0,0,1595086.0,7638676,0,1,0,0,29,29197.03847937201,10.281822561173506,-0.9129155569674235,-0.4081484850478544
2653,3637,1517,1448125.6447,7480811.2734,94.546123415,1,1,1448143.0,7480593,0,0,0,0,29,218.96228804471625,5.388899514279198,-0.2857624521827417,-0.9583004857154702
3034,1545,2716,1994961.4926,9011454.8169,-128.15122205,1,1,1995594.0,9012260,0,0,0,0,34,1023.9069467390144,6.931380929145132,-0.8135063320617482,0.5815560572253037
3004,816,2393,1691899.5222,8311935.3165,170.48752807,1,1,1693089.0,8311736,0,0,0,0,63,1206.0615671950434,7.095115426726244,0.0782832691836924,-0.9969311559811508
2260,3345,2672,1908689.3325,8550768.3253,-130.86270108,1,1,1909119.0,8551265,0,0,0,0,67,656.734282777837,6.487279496460226,0.7595848313865801,0.6504082440493976
1736,1919,381,1984502.9151,8225406.4098,-26.852281677,1,0,1982890.0,8226223,0,0,0,0,40,1807.848078391848,7.499892509983481,0.8005075406005671,0.5993226822352308
3426,997,1649,1431563.0857,7696872.3846,176.06159372,1,1,1432629.0,7696799,1,0,0,0,27,1068.4374546326285,6.973952537372201,0.3774163860070807,0.9260436661266866
2513,3831,3988,2007022.2915,8269594.4839,84.980317659,1,0,2006993.0,8269261,0,0,0,0,44,334.76783527049093,5.81343726252612,-0.1233528132246255,0.992362878925633
3060,1893,387,1985240.4067,8224017.2424,0.24193019802,1,0,1985183.0,8224017,1,0,0,0,29,57.40721176509418,4.05016993594028,0.9987148244610032,0.0506823381645697
2831,4015,3694,1331721.3022,7943592.0011,62.328134069,1,0,1331360.0,7942903,1,0,0,0,36,777.9857296416604,6.656708181647264,0.8818944016898904,-0.471446989881185
2880,5682,1045,1669254.9115,7896617.6047,172.65223298,0,0,1699845.0,7892673,0,0,0,0,26,30843.369152495303,10.336677067900196,-0.8171838593220997,-0.5763770814869713
2854,1238,3290,1524192.2565,7486609.7193,0.73353227,0,0,1503282.0,7486342,0,1,0,0,77,20911.97026870928,9.948077014129504,-0.9946517743925634,-0.1032852733826329
2883,5308,170,2006760.3567,8240001.0854,-168.59126441,1,0,2006864.0,8240022,0,0,0,0,42,105.73246487273596,4.660911987370982,0.5425175970984104,-0.8400444374189777
2086,1468,2719,1927069.6275,8950614.7985,-44.447324905,1,0,1926524.0,8951150,0,0,0,0,57,764.2970720596159,6.63895655136307,-0.3249580618685369,-0.9457284272065868
4959,2130,2870,2261554.8638,9311951.7182,-95.728273288,1,1,2261654.0,9312940,0,0,0,0,44,993.2416132853511,6.900973950949371,0.9906965677401888,-0.1360893481056093
4672,2871,1281,1853075.6734,7915231.3566,26.767446481,1,0,1852506.0,7914944,0,0,0,0,24,638.0451380826061,6.45840903018795,-0.993997799591474,0.109400065846909
3904,1953,1830,1332081.7548,7904099.4256,112.19895046,1,1,1332217.0,7903768,0,0,0,0,43,357.95836693422825,5.88041668615828,0.948998053474656,0.3152819285993318
5559,2860,617,1894058.3892,8128068.9149,92.064380718,1,0,1894063.0,8127941,0,0,0,0,73,127.99797310388216,4.852014428668319,0.393573851581409,0.9192930019049286
2015,4269,693,1896829.7992,8263999.2008,149.00148139,0,0,1897654.0,8263504,1,0,0,0,67,961.5252420196916,6.868520817434827,0.0093077134836536,0.9999566822966414
4575,3666,1531,1447457.0598,7479863.3847,-45.259323345,1,0,1447286.0,7480036,0,0,0,0,50,243.01748284847176,5.493133386631053,-0.9982846645933898,-0.058546805529107
1804,5584,4046,1998681.2333,8274231.0455,-91.500377301,1,0,1998697.0,8274833,0,0,0,0,43,602.1609493309344,6.400524767267704,0.0023706498790105,-0.9999971900056276
575,19,3768,1693904.0522,8240579.578,-24.432988608,1,0,1692873.0,8241048,0,0,0,0,40,1132.469782912175,7.032156175245971,-0.4087144023708191,-0.9126623347627884
856,3620,349,1959751.4715,8225472.298,171.56669684,0,0,1960057.0,8225427,1,0,0,0,77,308.8682131853275,5.732914691377213,-0.4069098299560922,-0.9134683302036826
4415,4197,465,2082535.9794,8345283.6657,159.65967842,0,0,2111501.0,8334546,0,1,0,0,48,30891.259007094097,10.338228542838417,-0.8432435396297996,-0.5375317040627526
2048,5163,1874,1339485.0574,7923525.052,-43.216927027,1,1,1339417.0,7923589,0,0,0,0,70,93.38713186916353,4.536753561322939,-0.9784864128684404,0.2063112692798244
3493,4264,2898,2338738.01,9546780.6015,-84.429503267,0,0,2334755.0,9587619,1,1,0,0,46,41032.17226402759,10.62211172734523,-0.4286012376985963,-0.903493762592322
4052,433,1438,1617383.7022,7607283.7273,116.9681562,1,1,1617697.0,7606668,0,0,0,0,48,690.8513729092755,6.537924710776198,-0.1987482218697557,0.9800505825229688
5519,5524,2525,1781583.2907,8293356.3055,-49.89095399,1,0,1781143.0,8293879,0,0,0,0,27,683.4218615445197,6.527112328552802,0.6327940360681286,0.7743201585368987
4775,4061,2715,1992273.7947,9013788.3997,-35.194100313,0,0,1955175.0,9039953,1,1,0,0,56,45397.212216737054,10.723205977226394,-0.9389508945017124,0.3440511847304615
2102,2318,2364,1615066.8097,8253547.2467,-64.720720794,0,0,1604274.0,8276401,1,1,0,0,75,25274.073298890235,10.137534378484167,0.9831258020221192,-0.1829307448144374
4348,817,3934,2464655.8277,9773232.3956,92.668228966,1,1,2464675.0,9772821,0,0,0,0,24,411.8421017659367,6.020640027750258,-0.8708917091239372,-0.4914749545797706
4998,3224,4008,1987203.1919,8315213.6884,-135.52341635,1,0,1987562.0,8315566,0,1,0,0,53,502.85854484134194,6.220308907569702,0.1465990221175249,-0.9891960001507212
510,2582,487,1949190.0349,8307617.4251,-107.1075513,0,1,1952337.0,8317842,1,0,0,0,57,10697.912003112324,9.277803861511686,-0.6254941779604898,0.7802288339567637
5545,2568,3422,1413270.2876,7567707.7627,100.32571276,1,1,1413328.0,7567391,0,0,0,0,59,321.97721848752224,5.774480793002756,0.8889644434553552,-0.4579762202037465
5511,1620,3173,1781743.4795,8008815.0176,58.738542774,0,1,1781395.0,8008241,1,0,0,0,38,671.5163192580136,6.509538318360487,-0.9974099917904368,-0.0719257135981354
3829,1341,333,1957137.5786,8222458.1359,63.037738307,0,0,1956201.0,8220617,1,0,0,0,37,2065.6623335499376,7.633206196607404,0.2349010573966611,0.9720192864516272
2730,3847,4052,1999708.4896,8269599.9525,133.10900672,1,0,2000125.0,8269155,0,0,0,0,72,609.4781707035414,6.412603133191421,0.6326028631959539,0.7744763504951466
2438,4229,7,2010306.3279,8254217.1713,-100.83036046,1,0,2010326.0,8254320,0,0,0,0,33,104.69351967619438,4.651037221750788,0.8752133399416643,0.4837371286020505
2848,4645,1206,1818375.4957,7690066.067,65.255374429,1,0,1817774.0,7688761,0,0,0,0,76,1437.0097256480517,7.270319654078427,0.9994298972562228,-0.0337621159054974
1340,814,4021,1994661.5979,8294139.5778,-176.81028441,1,0,1995046.0,8294161,0,0,0,0,36,384.9985521236361,5.953239573562884,0.929117162832303,0.3697854752832402
3683,3872,4000,2012526.0383,8297038.1212,71.39116232,1,0,2012360.0,8296545,0,0,0,0,45,520.3241633407323,6.254452008387864,0.6317799277371915,-0.7751478071364126
3108,3411,4063,1981911.3974,8268526.4006,-41.604860689,1,0,1981690.0,8268723,0,0,0,0,31,296.08804907824924,5.690656873192877,0.6122151829635365,-0.790691197465182
5325,4290,657,1847031.9156,8192419.7408,87.154634534,1,0,1846995.0,8191677,0,0,0,0,31,743.657621158886,6.611580742300335,0.8257876880544892,0.5639811116142291
